,userId,beer_beerid,beer_name,brewery_name,beer_style,beer_abv,review_overall,review_time
1393758,3227,45827,Old Treehugger Ale,Bullfrog Brewery,American Strong Ale,7.2,2.5,1227758255
1393763,3227,46827,Vitus,Ithaca Beer Company,American Wild Ale,6.0,3.0,1237183186
1393765,3227,47863,Anchor Our Barrel Ale,Anchor Brewing Company,American Strong Ale,8.02,3.5,1237185862
1393779,3227,47922,InFamous,Port Brewing Company / Pizza Port,Russian Imperial Stout,10.0,4.5,1237234586
1393796,3233,52783,Les 3 Brasseurs Blonde,Les Trois Brasseurs,Belgian Pale Ale,5.2,3.5,1313963993
1393798,3233,72960,Latitude  48 IPA,Boston Beer Company (Samuel Adams),American IPA,6.0,3.5,1316125319
1393813,3234,10452,Standing Stone Barley Wine,Standing Stone Brewing Company,American Barleywine,,3.0,1104195742
1393816,3234,11081,Expedition IPA,Beermann's Beerwerks,American IPA,,4.0,1107666358
1393820,3234,11085,Bourbon Barrel Barley-wine Ale,Beermann's Beerwerks,American Barleywine,9.75,4.5,1106954485
1393829,3234,13150,Northern Mild Brown Ale,Brew It Up Davis,English Brown Ale,,5.0,1115492337
1393831,3234,14415,Dunkel Bock,Brew It Up Davis,Bock,7.0,5.0,1103753588
1393833,3234,20228,Elk Lake IPA,Bend Brewing Company,American IPA,,4.0,1112146392
1393843,3234,21547,Captain Boomer's IPA,Jack Russell Brewing Company,English India Pale Ale (IPA),6.5,3.5,1105581609
1393852,3234,22916,Erudition,Russian River Brewing Company,Saison / Farmhouse Ale,7.15,5.0,1120107550
1393885,3234,23552,Captain Ron's Imperial IPA,Brew It Up,American Double / Imperial IPA,,4.0,1115492960
1393890,3234,23600,3 Amigos,Brew It Up,Belgian Strong Pale Ale,9.0,3.5,1115774860
1393895,3234,38029,Bright,North Star Craft Brewery,American Pale Ale (APA),,3.5,1188851960
1393899,3240,75747,Scepter Head IPA,Draught Works,American IPA,,5.0,1324313928
1393904,3241,38842,Chili Pepper Ale,Six Rivers Brewery,Chile Beer,6.0,3.0,1325578502
1393921,3249,42048,Chili,Buffalo Brewing Co.,Chile Beer,,2.0,1226700963
1393926,3254,27729,Jarrah Jacks Pemberton Ale,Jarrah Jacks / Pemberton Brewing Company,Kölsch,4.9,3.5,1198415636
1393932,3254,28141,Dr Quick Strong Ale,Colonial Brewing Company,English Strong Ale,7.7,2.5,1198594326
1393936,3254,30365,Matilda Bay Barking Duck,Matilda Bay Brewing Co.,Saison / Farmhouse Ale,5.5,3.0,1241174611
1393946,3254,31974,Gully Washer Winter Ale,Colonial Brewing Company,English Porter,6.3,4.5,1199624260
1393948,3254,32542,Jarrah Jacks Best Bitter,Jarrah Jacks / Pemberton Brewing Company,English Bitter,3.7,3.5,1199624687
1393951,3254,33337,Gage Roads Pils,Gage Roads Brewing Company,German Pilsener,3.5,4.5,1219934006
1393961,3254,39734,Kaiserdom Premium,Kaiserdom Privatbrauerei Bamberg,Munich Helles Lager,4.5,5.0,1199623431
1393971,3254,39888,Jarrah Jacks Brown Ale,Jarrah Jacks / Pemberton Brewing Company,English Brown Ale,5.0,4.0,1201261098
1393973,3254,40008,Nobilis,Stella Artois,Euro Strong Lager,7.2,4.0,1219933575
1393984,3254,43615,James Squire Pepperberry Winter Ale,Malt Shovel Brewery,Winter Warmer,5.4,3.5,1219934702
1394000,3254,44838,Gage Roads Saison,Gage Roads Brewing Company,Saison / Farmhouse Ale,5.8,4.5,1223029820
1394004,3254,45595,Matilda Bay Sebastian Reserve,Matilda Bay Brewing Co.,Dunkelweizen,6.0,3.5,1245842276
1394009,3254,45663,Gage Roads Trippel,Gage Roads Brewing Company,Tripel,9.8,4.5,1225499651
1394012,3254,45960,Red Duck 4 Ducks,Purrumbete Brewing Company,Belgian Strong Dark Ale,10.5,3.5,1244791856
1394014,3261,41832,Imperial Mild,Chelsea Brewing Company,American Barleywine,10.9,1.0,1208401940
1394019,3263,2141,Warsteiner Premium Light,Warsteiner Brauerei,Light Lager,2.4,3.0,1263187366
1394023,3271,51467,Kokomonster,Half Moon Restaurant & Brewery,Old Ale,8.0,4.0,1323317484
1394027,3272,42241,Strada S. Felice,Grado Plato,American Amber / Red Ale,8.0,2.5,1215189552
1394044,3274,3664,Tun Tavern Leather-Neck Stout,Tun Tavern,American Stout,6.0,3.5,1302294982
1394060,3274,3972,Tripel,Legend Brewing Co.,Tripel,9.0,3.5,1296837036
1394088,3274,4936,Old Rag Mountain Ale,Shenandoah Brewing Co.,Scottish Ale,7.0,4.0,1295178579
1394108,3274,5114,Great American Restaurants Pale Ale,Sweetwater Tavern & Brewery,American Pale Ale (APA),5.5,4.0,1297971345
1394117,3274,5225,Brewer's Alley Kölsch,Brewer's Alley Restaurant & Brewery,Kölsch,5.0,3.5,1298498678
1394144,3274,5229,Brewer's Alley Oatmeal Stout,Brewer's Alley Restaurant & Brewery,Oatmeal Stout,6.2,4.0,1298498584
1394156,3274,9770,Kokopelli IPA,Sweetwater Tavern & Brewery,American IPA,,4.0,1297971519
1394161,3274,9868,Alexandria Ale,Shenandoah Brewing Co.,American Amber / Red Ale,6.2,4.0,1295179003
1394165,3274,10005,"Belgian-Style ""White"" Beer",Upstream Brewing Company - Old Market,Witbier,,3.5,1297545201
1394169,3274,17388,ALCHEMY,DuClaw Brewing Company,Oatmeal Stout,5.2,3.5,1298473893
1394189,3274,17915,Capitol Premium Pale Ale,Upstream Brewing Company - Old Market,American Pale Ale (APA),5.2,3.5,1297545269
1394195,3274,19644,Octoberfest Lager,Sweetwater Tavern & Brewery,Märzen / Oktoberfest,6.8,4.0,1297971641
1394199,3274,24807,Snake Oil,DuClaw Brewing Company,American Double / Imperial Pilsner,7.0,3.5,1298472732
1394210,3274,25410,Lightning Bold Gold,Hops Grillhouse & Brewery,Light Lager,4.3,3.5,1300138994
1394216,3274,25412,Alligator Ale,Hops Grillhouse & Brewery,American Brown Ale,5.3,3.0,1300138906
1394223,3274,32972,333 Premium Export Beer,Saigon Beer Company,American Adjunct Lager,4.9,2.0,1297277869
1394237,3274,42252,Brookie Brown Ale,Elk Creek Cafe & Aleworks,American Brown Ale,,4.0,1322000723
1394240,3274,42663,McSorley's Dark Lager,Pabst Brewing Company,Euro Dark Lager,,3.5,1296673247
1394249,3274,50315,Highlands IPA,Kirkwood Station Brewing Company,American IPA,5.6,3.5,1306516802
1394256,3274,52272,Saison V-50,Vintage 50 Restaurant And Brew Lounge,Saison / Farmhouse Ale,,4.0,1298904276
1394258,3274,53242,Mönchshof Festbier,Kulmbacher Brauerei AG,Märzen / Oktoberfest,5.6,4.0,1296159080
1394262,3274,53258,Highlands Belgian Witte,Kirkwood Station Brewing Company,Witbier,4.8,3.0,1306518257
1394265,3274,53997,Zack Morgan's Pale Ale,Morgantown Brewing Company,American IPA,6.7,3.0,1298405463
1394272,3274,54060,Amalgamated Zoigl,The Stable,American Pale Lager,5.0,4.0,1306515177
1394276,3274,54504,Coal City Stout,Morgantown Brewing Company,American Stout,4.0,3.0,1298405625
1394279,3274,54657,Alpha Blonde,Morgantown Brewing Company,American Blonde Ale,5.2,3.0,1298405548
1394283,3274,60366,Madamin,LoverBeer,Flanders Oud Bruin,5.7,4.0,1325705075
1394292,3274,62629,Humboldt Brown Hemp Ale,Firestone Walker Brewing Co.,American Brown Ale,,2.5,1302295709
1394297,3274,62670,Snap IPA,Mad Fox Brewing Company,American IPA,,2.5,1305042376
1394303,3274,64091,Koerseklakske,Brouwerij 't Gaverhopke,Saison / Farmhouse Ale,5.5,3.5,1311024064
1394318,3274,65958,Big Thaw Bock,Old Dominion Brewing Company,Maibock / Helles Bock,7.5,3.5,1296929743
1394335,3274,66014,Brewers Reserve Imperial Stout,Old Schoolhouse Brewery,American Double / Imperial Stout,10.0,4.0,1319119549
1394342,3274,69290,The Corruption,DC Brau Brewing Co.,American IPA,6.8,4.0,1319139157
1394364,3274,69584,Short's Another Caucasian Gary,Short's Brewing Company,American Strong Ale,6.0,3.0,1307651646
1394371,3274,73283,Spice Of Life - Cascade,Sixpoint Brewery,American IPA,6.0,3.0,1325705808
1394376,3274,74087,Menagerie #3 Redux,Evolution Craft Brewing Company,Scotch Ale / Wee Heavy,9.4,4.0,1319140121
1394384,3278,45072,Willoughby Peanut Butter Cup Coffee Porter,Willoughby Brewing,American Porter,5.0,4.5,1316559936
1394399,3281,48446,Dominion Millennium Oak Aged With Brett,Old Dominion Brewing Company,American Barleywine,11.4,4.5,1300759507
1394403,3281,74043,Two Hemispheres Wet-Hop IPA,Mad Fox Brewing Company,American IPA,,4.0,1318462967
1394413,3288,2063,Alley Kat Amber,Alley Kat Brewing Company,English Brown Ale,5.0,4.5,1103352821
1394441,3288,4799,Florisgaarden Griotte,Brouwerij Huyghe,Belgian Pale Ale,3.0,4.0,1105432210
1394449,3288,5317,Salva Vida,"Cerveceria Hondurena, S.A. / BevCo Ltd",American Adjunct Lager,,4.5,1112239150
1394474,3288,10888,Mc Gregor,Brouwerij Huyghe,Scotch Ale / Wee Heavy,6.5,3.5,1071051133
1394478,3288,11896,Altitude Amber Ale,Wildwood Brewing Co.,American Amber / Red Ale,5.0,4.5,1088496751
1394481,3288,12418,Church Key Northhumberland Ale,Church-Key Brewing Company,Cream Ale,5.0,2.0,1131008928
1394501,3288,14384,Tumblewheat,Brew Brothers Brewery,Kristalweizen,5.0,4.5,1119302561
1394503,3288,14880,High Country Kolsch,Mt. Begbie Brewing Co.,Kölsch,4.5,5.0,1087555044
1394530,3288,17368,Old Brewery Pale Ale,Nelson Brewing Company,American Pale Ale (APA),5.5,4.5,1083663994
1394538,3288,17706,Powerhouse Pale Ale,Mt. Begbie Brewing Co.,American Pale Ale (APA),5.0,4.5,1086847312
1394546,3288,18206,Bavarian Helles,Okanagan Spring Brewery,Munich Helles Lager,4.0,4.5,1089020915
1394554,3288,20828,Fernie Legendary Lager,Fernie Brewing Co.,American Pale Lager,5.0,4.0,1117182357
1394559,3288,21310,Coyote Pale Ale,The Tin Whistle Brewing Company,American Pale Ale (APA),5.0,4.0,1144833031
1394563,3288,21522,Bloody Hell Pale Ale,The Grizzly Paw Brewing Company,American Pale Ale (APA),5.0,4.0,1105436114
1394565,3288,23675,Rattlesnake ESB,The Tin Whistle Brewing Company,English Bitter,5.0,4.5,1130229727
1394573,3288,24563,Maddhatters Mercury,Yukon Brewing Company,American Amber / Red Lager,5.0,3.5,1122009542
1394577,3288,28919,RPA - Rye Pale Ale,Pump House Brewery,Rye Beer,5.0,3.5,1142113889
1394579,3288,29596,6060 Stout,Jasper Brewing Co. Brew Pub & Eatery,Irish Dry Stout,,4.0,1207638649
1394584,3288,37686,RockHopper IPA,Jasper Brewing Co. Brew Pub & Eatery,American IPA,6.4,4.0,1205379104
1394589,3288,41677,BrewDog Paradox Grain (Batch 007) - Carsebridge 1963,BrewDog,American Double / Imperial Stout,10.0,4.0,1207635755
1394603,3288,41795,Sherbrooke Bad Hare Day,Alley Kat Brewing Company,American Double / Imperial IPA,7.8,4.0,1207457486
1394624,3290,41964,Leffe Ruby,Abbaye de Leffe S.A.,Fruit / Vegetable Beer,5.0,5.0,1297362727
1394636,3291,3934,Me262 Maibock,Five Seasons Prado,Maibock / Helles Bock,,4.5,1180403379
1394640,3291,4147,Big Horn Bock,Five Seasons Prado,Bock,,4.5,1172447612
1394643,3291,4165,Park Trail Ale,Park Tavern,American Pale Ale (APA),,3.0,1237160965
1394647,3291,4166,Olmsted Amber,Park Tavern,American Amber / Red Ale,,3.5,1237161544
1394650,3291,4187,Blackbird Porter,Five Seasons Prado,American Porter,,5.0,1193616334
1394655,3291,4189,Kounterfeit Kölsch,Five Seasons Prado,Kölsch,,3.5,1174862363
1394659,3291,4194,Delerium Dubbel,Five Seasons Prado,Dubbel,,5.0,1201479091
1394668,3291,5351,Old Stork,Pivovar Herold B&#345;eznice A.s.,Czech Pilsener,4.8,4.0,1198295742
1394680,3291,6849,Jever Dark,Friesisches Brauhaus zu Jever GmbH & Co KG,Munich Dunkel Lager,5.2,4.0,1233630292
1394690,3291,8594,Winter,Park Tavern,Winter Warmer,,4.0,1237161305
1394692,3291,9442,Terminator Stout,McMenamins,American Stout,6.45,5.0,1310260525
1394737,3291,10379,16th Street Wheat,Rock Bottom Restaurant & Brewery,Hefeweizen,,3.5,1214967640
1394745,3291,13436,Max Oktoberfest,Max Lager's American Grill & Brewery,Märzen / Oktoberfest,,4.0,1221963153
1394748,3291,15315,Spiney Norman IPA,Five Seasons Prado,American IPA,,4.0,1185157074
1394751,3291,18455,Afterglow Flanders Blonde,Five Seasons Prado,Belgian Pale Ale,7.6,4.0,1287967927
1394755,3291,19231,Oyasumi Beer,Ginga Kogen Beer,Hefeweizen,5.0,4.5,1264821772
1394757,3291,20560,Breakfast Porter,Terminal Gravity Brewing Company,American Porter,5.7,4.0,1310260961
1394766,3291,20879,West Mall Tripel,Five Seasons Prado,Tripel,9.4,5.0,1227490424
1394772,3291,21590,Wired Straight Stout,Five Seasons Prado,American Stout,,4.5,1177286456
1394777,3291,28467,Pullman,Hepworth & Co. (Brewers) Ltd.,English Bitter,4.2,3.0,1290046277
1394790,3291,29011,Gordon Biersch Roggenbier,Gordon Biersch Brewery Restaurant,Roggenbier,,4.0,1250975423
1394794,3291,33676,Copacetic IPA,Amnesia Brewing,American IPA,5.8,4.0,1310182566
1394808,3291,34089,Twain's Hell For Society Stout,Twain's Billiards and Tap,American Stout,,4.5,1171752724
1394813,3291,34952,Twain's Mysterious Stranger Brown Ale,Twain's Billiards and Tap,American Brown Ale,,4.0,1171753187
1394818,3291,35370,Twain's Jumping Frog IPA,Twain's Billiards and Tap,American IPA,,4.5,1172023503
1394821,3291,35371,Twain's Hannibal Red Ale,Twain's Billiards and Tap,American Amber / Red Ale,,4.0,1172023817
1394825,3291,35464,"Big ""O"" Strong Ale",Five Seasons Prado,English Strong Ale,,4.5,1172448148
1394828,3291,37916,Hop Lava IPA,Double Mountain Brewery & Taproom,American IPA,7.0,3.5,1310260338
1394866,3291,38793,Le Pelican Brun,Pelican Pub & Brewery,Dubbel,7.5,4.0,1310182140
1394876,3291,41799,Chug Monkey Cream Ale,Five Seasons Prado,Cream Ale,,4.0,1206491399
1394879,3291,41820,BrewDog Paradox Islay (Batch 006) - Duncan Taylor & Co Caol Ila 1996,BrewDog,American Double / Imperial Stout,10.0,4.0,1231981831
1394894,3291,43276,Mogul 2007 (JLS Release #32),Rogue Ales,American Strong Ale,,4.0,1236996023
1394908,3291,44381,Twain's Wit And Humor Bavarian Wheat,Twain's Billiards and Tap,Hefeweizen,6.3,4.5,1219019330
1394913,3291,45234,Rogue Oktoberfest (JLS Release #10),Rogue Ales,Märzen / Oktoberfest,4.2,4.0,1225597896
1394918,3291,46180,Paul's Black Lager (JLS Release),Rogue Ales,Schwarzbier,4.5,4.5,1228619014
1394928,3291,47160,Black Beauty,Five Seasons North,Dubbel,12.0,4.5,1232679320
1394936,3291,47655,Michigan Lager,Atwater Block Brewery,Vienna Lager,5.0,3.0,1278550386
1394949,3291,48486,Gordon Biersch Sticke Alt,Gordon Biersch Brewery Restaurant,Altbier,6.5,4.0,1238102457
1394953,3291,49482,Pale Horse Stout,Pale Horse Brewing Company,Irish Dry Stout,4.4,3.5,1310013971
1394963,3291,50307,Keller Helles,Southampton Publick House,Keller Bier / Zwickel Bier,,3.5,1276463562
1394965,3291,50386,Bottoms Up Kolsch,Rock Bottom Restaurant & Brewery,Kölsch,5.0,3.5,1214966969
1394973,3291,50567,Santa's Little Sledgehammer,Outer Banks Brewing Station,Belgian Strong Dark Ale,10.0,4.5,1325283499
1394979,3291,51012,Long Strange Triple,Five Seasons Prado,Tripel,8.0,4.0,1247109202
1394981,3291,51763,Barrel Aged Raspberry TruffAle,Five Seasons Prado,Fruit / Vegetable Beer,,4.5,1254098569
1394984,3291,53837,O'Dempsey's Big Red,Five Seasons Prado,Irish Red Ale,5.0,4.0,1257085537
1394987,3291,54694,Kujukuri Ocean Beer - Pale Ale,Kankiku Brewery,American Pale Ale (APA),5.0,4.0,1270343691
1394990,3291,56437,Hell's Half Mile,Tri-City Brewing Company,Munich Helles Lager,6.0,3.5,1278794014
1394997,3291,56611,Scotch Abbey Ale,Five Seasons Westside,Scotch Ale / Wee Heavy,10.0,4.5,1271601159
1395000,3291,59878,MOOG Filtered Ale,Asheville Brewing Company,American Pale Ale (APA),,4.0,1326065516
1395017,3291,61450,Copper Moon,McMenamins East Vancouver,American IPA,,3.5,1310183044
1395020,3291,63868,Overall IIPA,To Øl,American Double / Imperial IPA,10.5,4.5,1318115927
1395042,3291,65014,Redneck Reindeer,Five Seasons Prado,Scotch Ale / Wee Heavy,,4.0,1324675984
1395044,3291,66374,Mt. Hood Single Hop IPA,Mikkeller ApS,American IPA,6.8,4.0,1318116827
1395056,3291,66550,Escape Artist,Asheville Pizza and Brewing Co.,American Pale Ale (APA),,3.5,1325865094
1395059,3291,66667,Julnarren Special Winter Ale,Hantverksbryggeriet AB,Winter Warmer,7.0,3.5,1323660541
1395064,3291,67072,Lips Of Faith - Metric 10/10/10,New Belgium Brewing,Belgian Strong Pale Ale,10.0,3.5,1305513190
1395079,3291,69345,Brouwer's Cafe 6th Anniversary,Hopworks Urban Brewery,American Double / Imperial Stout,,4.5,1310935546
1395081,3291,69404,Hop Project #50,Yazoo Brewing Company,American IPA,,3.5,1311725217
1395084,3291,70013,Notorius IPA3,Boneyard Beer Company,American Double / Imperial IPA,12.0,4.5,1310260782
1395093,3291,71503,Rail Ale Nut Brown Ale,Howe Sound Inn & Brewing Company,American Brown Ale,4.7,3.5,1320719420
1395097,3291,71742,Evil Twin Ryan And The Beaster Bunny,Evil Twin Brewing,Saison / Farmhouse Ale,7.0,4.0,1316568733
1395116,3291,71952,Evil Twin Katz Pis,Evil Twin Brewing,American IPA,6.5,4.0,1320285562
1395129,3291,72143,Evil Twin Wet Dream,Evil Twin Brewing,American Brown Ale,6.0,3.5,1321409993
1395133,3291,73795,Eschaton,Wild Heaven Craft Beers,Quadrupel (Quad),10.5,4.0,1319307694
1395139,3291,73929,Chug's Private Stash Big Bite IPA,Spanish Peaks Brewing Co.,American IPA,7.0,4.0,1318115529
1395144,3291,73966,Acca Dacca Blaccka Black IPA,The Wrecking Bar,American Black Ale,6.8,4.5,1322419735
1395147,3291,74403,Hop To Conclusion,Five Seasons Prado,American Pale Lager,5.5,4.0,1319414170
1395149,3291,74643,Evil Twin Monk Suffers Serious Sugar Rush On Barbados,Evil Twin Brewing,Belgian Strong Dark Ale,8.0,3.5,1324098143
1395158,3291,75162,Evil Twin 9th Symphony,Evil Twin Brewing,Belgian Strong Pale Ale,9.0,4.5,1324006479
1395165,3293,32790,Squirrel's Nut Brown Ale,North Country Brewing,American Brown Ale,,3.0,1283132645
1395170,3293,32831,Feedbag Stout,North Country Brewing,Oatmeal Stout,6.1,4.0,1283132826
1395177,3293,43429,Triangle White Ale,Triangle Brewing Company,Witbier,5.0,4.0,1299466556
1395192,3293,46345,HotRod Red,Aviator Brewing Company,Irish Red Ale,6.1,3.5,1299464974
1395204,3293,47836,Southbound Stout,Boylan Bridge Brewpub,American Stout,6.1,3.0,1299465983
1395208,3293,48254,HogWild IPA,Aviator Brewing Company,American IPA,6.7,4.0,1299464766
1395222,3293,48518,Saison De Aviator Royale,Aviator Brewing Company,Saison / Farmhouse Ale,7.5,3.5,1299463287
1395230,3293,48691,Devils Tramping Ground Tripel,Aviator Brewing Company,Tripel,9.2,4.0,1299463456
1395238,3293,48912,Bruno Bitter (Bit-Her),Boylan Bridge Brewpub,American Pale Ale (APA),5.0,3.5,1299465709
1395244,3293,48913,Polar Bear Winter Ale,Boylan Bridge Brewpub,Winter Warmer,6.3,3.0,1299465487
1395249,3293,51275,Blanco Diablo,Big Boss Brewing,Witbier,4.5,4.0,1299467821
1395268,3293,53868,Dirty Rat Stout,Aviator Brewing Company,American Stout,,4.0,1299464504
1395271,3293,59458,Babbbling Blonde,Rivertowne Pourhouse,American Blonde Ale,5.3,3.5,1313507110
1395285,3293,61631,Deuce Brown Ale,Full Pint Brewing Company,American Brown Ale,,4.0,1297533922
1395288,3293,64960,I.Porter.A,Beaver Brewing Company,American Black Ale,5.2,3.5,1303302079
1395298,3293,65215,Anytime Red Ale,Big Boss Brewing,Irish Red Ale,,3.5,1299467176
1395300,3293,65915,Chamomile Wheat,Beaver Brewing Company,Witbier,4.2,4.5,1303302240
1395304,3293,67205,Hardtack,Dogfish Head Brewery,English Barleywine,10.0,4.0,1301185051
1395309,3310,61454,Chinookie,Sun King Brewing Company,American IPA,8.0,4.0,1283563493
1395313,3321,6728,Riverboat Raspberry Ale,Trailhead Brewing Company,Fruit / Vegetable Beer,,3.0,1323039664
1395326,3321,13798,Speight's Old Dark,New Zealand Breweries Limited,Euro Dark Lager,4.0,4.0,1313536630
1395337,3321,14170,Vetter's 33°,Vetter Alt Heidelberger Brauhaus Neuenheim,Doppelbock,13.2,3.5,1299446081
1395347,3321,15316,Rat Beach Red Ale,Redondo Beach Brewing,American Amber / Red Ale,5.0,2.0,1310482992
1395352,3321,41754,Sarasota I.P.A.,Sarasota Brewing Company,American IPA,7.0,4.5,1300907272
1395356,3321,44267,Cubby Blue,Goose Island Beer Co.,Fruit / Vegetable Beer,5.0,4.0,1309024845
1395362,3321,46344,Heidelberger Frisch,Vetter Alt Heidelberger Brauhaus Neuenheim,Dortmunder / Export Lager,4.5,4.5,1299456512
1395364,3321,48414,No. 103,Bøgedal Bryghus,Belgian Dark Ale,6.3,3.5,1324171567
1395367,3321,49784,Antique Amber Lager,Crown Valley Brewing & Distilling Co.,American Amber / Red Lager,5.5,2.5,1311056308
1395385,3321,50714,Highlands Blackberry Wheat,Kirkwood Station Brewing Company,American Pale Wheat Ale,5.0,4.0,1305400865
1395389,3321,54256,Highlands Pumpkin,Kirkwood Station Brewing Company,Pumpkin Ale,,3.0,1315165791
1395391,3321,55518,Reed's Wee Heavy,Port Brewing Company / Pizza Port,Scotch Ale / Wee Heavy,9.2,4.0,1310772326
